Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicatessen,pca_x,pca_y,umap_x,umap_y,ae_x,ae_y,vae_x,vae_y,Total_Spend
1,3,36847,43950,20170,36534,239,47943,7.79794031004748,13.94908417536212,8.833119,5.6772895,0.0,0.0,0.77325916,1.0589337,185683
1,3,327,918,4710,74,334,11,-1.0569114240687951,-1.0053397349667934,8.687811,11.047754,10.07366,10.429213,0.8785838,0.8015283,6374
1,3,8170,6448,1139,2181,58,247,-0.8280078930178175,-0.23759519480407434,9.460106,8.871796,9.492482,10.368085,0.83941936,0.83860075,18243
1,3,3009,521,854,3470,949,727,-1.142561599901716,-0.3150984941978034,12.174562,9.445564,11.043066,11.713786,0.8010192,0.8010279,9530
1,3,2438,8002,9819,6269,3459,3,0.2105412311046582,-0.30380698526293,5.7332015,7.904318,4.234892,3.5488908,0.86396205,0.7779739,29990
2,3,8040,7639,11687,2758,6839,404,0.7044277099694438,-0.654502547553838,5.103661,6.706375,5.1461167,2.8155074,0.7867228,0.7737935,37367
2,3,834,11577,11522,275,4027,1856,0.7391186258513799,-0.8110770134803112,5.520264,6.7725496,3.0844133,2.2180526,0.9256902,0.8799325,30091
1,3,16936,6250,1981,7332,118,64,-0.7163786114112977,0.7269011470421058,13.89762,7.3358784,10.978499,15.572463,0.8169844,0.82685685,32681
1,3,13624,295,1381,890,43,84,-1.2794530164705507,-0.2739257389927645,10.774405,7.8188515,12.564015,15.312027,0.8608838,0.8309003,16317
1,3,5509,1461,2251,547,187,409,-1.1260305555577006,-0.6060699824563041,9.935568,9.654699,11.409887,12.2184105,0.8586595,0.80275553,10364
2,3,180,3485,20292,959,5618,666,0.7591651671346625,-1.2767141218578508,4.2751803,6.644238,9.220897,3.0342157,0.8766479,0.8402915,31200
1,3,7107,1012,2974,806,355,1142,-1.022888371092118,-0.4006339856050636,9.653334,9.116801,8.486411,9.406249,0.8494459,0.8025892,13396
1,3,17023,5139,5230,7888,330,1755,-0.42039339751633154,1.0294057655036475,13.917484,7.379618,0.0,8.312823,0.8134644,0.8187765,37365
1,1,30624,7209,4897,18711,763,2876,0.021617446123944815,3.1680492173112875,14.503284,6.9511633,0.0,4.4734774,0.8972874,0.8703655,65080
2,1,2427,7097,10391,1127,4314,1468,0.3520403153627598,-0.7550694613226101,5.754361,7.338537,4.9959326,3.6033914,0.83323956,0.8299171,26824
1,1,11686,2154,6824,3527,592,697,-0.6712188613505659,-0.004993582073507967,11.03716,8.663843,10.503044,11.941854,0.8028614,0.79919887,25480
1,1,9670,2280,2112,520,402,347,-1.040817386709254,-0.4468262473918538,9.986701,9.008951,11.688131,12.605445,0.841839,0.8075154,15331
2,1,3067,13240,23127,3941,9959,731,2.2006034484556736,-0.9347510447457331,3.8324552,5.478171,4.956357,0.0,0.8479887,0.81185055,54065
2,1,4484,14399,24708,3549,14235,1681,2.959925735215208,-0.9953256147546906,3.288191,5.293723,4.5453405,0.0,0.8485959,0.8267284,63056
1,1,25203,11487,9490,5065,284,6854,0.751785892771492,1.936592730625958,8.953941,5.8977103,0.53715384,1.9994731,0.8657616,0.8636086,58383
1,1,583,685,2216,469,954,18,-1.149251262125391,-0.9410687652389349,8.839189,11.116077,11.5820875,12.173322,0.86489344,0.8042656,4925
1,1,1956,891,5226,1383,5,1328,-0.9297056876472108,-0.5271321067951747,8.538656,10.106888,8.14372,8.916181,0.86854714,0.8108494,10789
2,1,1107,11711,23596,955,9265,710,1.9961840966609252,-1.384103492654387,3.8455455,5.691162,5.829544,0.48086798,0.8496245,0.86630297,47344
1,1,6373,780,950,878,288,285,-1.2486628870961287,-0.543506296405654,10.1611595,9.7844515,12.173632,13.018624,0.8474427,0.81922996,9554
2,1,2541,4737,6089,2946,5316,120,-0.06897533393711233,-0.7764047449020666,6.1070237,8.034495,14.168276,9.66443,0.8190699,0.8186161,21749
1,1,1537,3748,5838,1859,3381,806,-0.3346598030881678,-0.7361901915529209,6.6910625,8.41833,12.108301,10.1669,0.79462713,0.78907824,17169
2,1,5550,12729,16767,864,12420,797,2.039993983349908,-1.246831417396578,3.6362655,5.587226,5.1498957,0.22403228,0.8141355,0.796512,49127
1,1,18567,1895,1393,1801,244,2100,-0.9328807891152724,0.415426911123241,10.632623,6.540732,4.5976696,7.497891,0.88442254,0.8182493,26000
2,1,12119,28326,39694,4736,19410,2870,5.643833221292764,-0.6646642952223428,3.0914295,4.611326,2.2471921,0.0,0.91197836,0.8536217,107155
1,1,7291,1012,2062,1291,240,1775,-1.03016297078534,-0.19830425576853172,9.446224,8.399105,6.6795287,7.788566,0.8499576,0.80274636,13671
1,1,3317,6602,6861,1329,3961,1215,0.04217697939445487,-0.6700368742599192,6.184218,7.8944054,10.740037,8.191137,0.81355727,0.8134795,23285
2,1,2362,6551,11364,913,5957,791,0.49807200632058984,-1.0151286646299593,5.2065735,7.2518506,5.6366634,3.5783076,0.81283516,0.818498,27938
1,1,2806,10765,15538,1374,5828,2388,1.196885500818522,-0.6623921444447369,4.6555023,6.281137,3.8559334,2.3038077,0.81462425,0.8275732,38699
2,1,2532,16599,36486,179,13308,674,3.603445197486382,-1.7887282408834713,3.2102377,5.1299143,4.37263,0.0,0.9279129,0.9151643,69778
1,1,18044,1475,2046,2532,130,1158,-1.0144427944803656,0.30842916743504456,11.003821,6.660288,7.426746,11.482245,0.8451049,0.8184865,25385
2,1,18,7504,15205,1285,4797,6372,1.157971006801429,-0.053421481612075876,6.009606,7.041559,0.798913,0.82734257,0.9022019,0.85327584,35181
1,1,4155,367,1390,2306,86,130,-1.2817611579047747,-0.4845341599052303,9.674921,10.147361,12.92641,13.637999,0.8392177,0.8232645,8434
1,1,14755,899,1382,1765,56,749,-1.1614482381823978,0.008772893785452722,10.935299,7.7116127,9.720369,12.558632,0.85298234,0.8168305,19606
1,1,5396,7503,10646,91,4167,239,0.2713317549639862,-0.9730405504088263,5.832667,7.404618,4.7065024,3.5119565,0.832849,0.8201983,28042
1,1,5041,1115,2856,7496,256,375,-1.0379825830180414,0.22735552512072874,13.756539,8.479746,11.901398,12.564952,0.85422355,0.813048,17139
2,1,2790,2527,5265,5612,788,1360,-0.6658512941095058,0.022443686310581714,12.864484,9.160577,8.158739,8.976996,0.8138426,0.7748682,18342
1,1,7274,659,1499,784,70,659,-1.2141384772260302,-0.44889026628099554,10.240092,9.625573,10.647202,11.489082,0.8529456,0.80880064,10945
1,1,12680,3243,4157,660,761,786,-0.753006909940856,-0.2646601036207096,10.191828,8.076377,9.450735,11.166253,0.8391346,0.79566574,22287
2,1,20782,5921,9212,1759,2568,1553,0.06847636650837813,0.2053224104889538,8.357516,6.3419194,5.1339636,9.071632,0.8099147,0.76111895,41795
1,1,4042,2204,1563,2286,263,689,-1.0662222163166497,-0.3831443601984642,9.356855,9.904348,10.601525,11.461492,0.81587344,0.8062117,11047
1,1,1869,577,572,950,4762,203,-0.7930967233085483,-0.9735779918943547,6.9214573,8.701244,21.487383,16.049307,0.80353045,0.8280113,8933
1,1,8656,2746,2501,6845,694,980,-0.8297738343411807,0.4050436931576972,13.592341,8.318127,9.985724,10.944327,0.83733565,0.7935357,22422
2,1,11072,5989,5615,8321,955,2137,-0.24395216928814994,0.8738403900795076,13.816559,7.632029,0.0,6.9082537,0.8115382,0.7836726,34089
1,1,2344,10678,3828,1439,1566,490,-0.1835633566697005,-0.6055854503263628,7.3542414,9.33356,3.1607103,3.4056203,0.89977175,0.9030449,20345
1,1,25962,1780,3838,638,284,834,-0.8865129451455099,0.31018269081756555,10.721147,5.809615,6.1114492,13.151033,0.8543699,0.80630803,33336
1,1,964,4984,3316,937,409,7,-0.8217601209559152,-0.8073416150192833,7.850609,9.75127,9.6234455,10.282291,0.8552847,0.837696,10617
1,1,15603,2703,3833,4260,325,2563,-0.6581343525178478,0.651635962025749,10.683936,6.6657763,4.4324884,6.6703644,0.83574516,0.8056848,29287
1,1,1838,6380,2824,1218,1216,295,-0.6242308555680123,-0.7037729875810291,7.75385,9.613436,8.383394,9.129412,0.8533305,0.84932804,13771
1,1,8635,820,3047,2312,415,225,-1.085589073444016,-0.3175767034431725,10.845464,8.974324,12.479557,13.157282,0.83587736,0.8125972,15454
1,1,18692,3838,593,4634,28,1215,-0.9107084997376255,0.6651736749070737,11.540881,6.447076,7.0870714,11.37337,0.83050436,0.81275344,29000
1,1,7363,475,585,1112,72,216,-1.3186337507080848,-0.47123435458244417,10.2746725,9.745864,12.547684,13.381688,0.8485251,0.82495856,9823
1,1,47493,2567,3779,5243,828,2253,-0.5222762172756246,2.0250891745272415,11.2072935,4.523542,1.7933588,6.3932204,0.8330702,0.8208853,62163
1,1,22096,3575,7041,11422,343,2564,-0.2980849153669661,1.785491404735788,14.313002,7.061197,0.0,5.4201727,0.8563565,0.8733587,47041
1,1,24929,1801,2475,2216,412,1047,-0.9214341154874293,0.518413370785821,11.009884,5.7757964,5.9515233,12.358018,0.83354306,0.79157937,32880
1,1,18226,659,2914,3752,586,578,-1.0069885454231886,0.31900740995889193,11.299155,6.611908,9.301712,14.140319,0.8091343,0.7901711,26715
1,1,11210,3576,5119,561,1682,2398,-0.4273023847584709,-0.11044128213388672,8.726651,7.605327,5.259401,6.628909,0.8530782,0.7969208,24546
1,1,6202,7775,10817,1183,3143,1970,0.35099303856022335,-0.43654761514416585,6.286221,7.14903,4.435873,3.5527153,0.8439157,0.8144783,31090
2,1,3062,6154,13916,230,8933,2784,1.1384006639955147,-0.9184864349207214,5.019048,7.269119,11.094528,5.0243998,0.7941438,0.81816566,35079
1,1,8885,2428,1777,1777,430,610,-1.0132682267813566,-0.2687757060526468,10.229551,8.938577,10.77234,11.739174,0.81524515,0.80476224,15907
1,1,13569,346,489,2077,44,659,-1.266893814288469,-0.009421546401402699,11.039292,8.027524,10.355198,12.646009,0.8571861,0.8141761,17184
1,1,15671,5279,2406,559,562,572,-0.7420382160800093,-0.1301201421832004,10.30851,7.566658,9.143692,12.493467,0.86154526,0.8264569,25049
1,1,8040,3795,2070,6340,918,291,-0.8209502811283494,0.19877744927261157,13.528495,8.547259,13.256003,13.8762665,0.82905126,0.8048935,21454
1,1,3191,1993,1799,1730,234,710,-1.0776679672174891,-0.48949573742824004,9.17738,10.143097,10.44083,11.26535,0.83076763,0.7969353,9657
2,1,6134,23133,33586,6746,18594,5121,4.99272766148806,-0.17933623812099517,3.1182997,4.579817,0.44929343,0.0,0.86725825,0.8652923,93314
1,1,6623,1860,4740,7683,205,1693,-0.7501008170046357,0.5350971205827596,13.893171,8.339117,6.970294,8.078795,0.8293834,0.80492103,22804
1,1,29526,7961,16966,432,363,1391,0.4398521398094667,0.396310543340794,8.240409,6.00407,4.924817,10.783683,0.9320094,0.86049306,56639
1,1,10379,17972,4748,4686,1547,3265,0.7162757485085599,0.7053648764997597,6.321552,6.5293684,0.56606704,1.4902914,0.8390071,0.82138133,42597
1,1,31614,489,1495,3242,111,615,-1.1175423303808614,0.8662034047572662,10.941269,5.3362017,6.363156,14.860716,0.831414,0.81131196,37566
1,1,11092,5008,5249,453,392,373,-0.6424028591769227,-0.4081594366717344,9.653229,8.564641,9.785645,10.4459095,0.84669924,0.80162656,22567
1,1,8475,1931,1883,5004,3593,987,-0.6132119523597358,0.011609145293122968,12.974966,8.8467865,15.990248,12.942105,0.7836008,0.76350844,21873
1,1,56083,4563,2124,6422,730,3321,-0.3510755988001066,2.7770951420665897,11.349999,4.4372454,0.628674,4.9310036,0.8403981,0.8509435,73243
1,1,53205,4959,7336,3012,967,818,-0.24317312787583092,1.6904951297102204,11.26496,4.428409,6.234068,14.182143,0.830925,0.78604555,70297
1,1,9193,4885,2157,327,780,548,-0.7878113571716748,-0.4466739136266833,9.561333,8.735364,9.471539,10.388026,0.83684635,0.7959253,17890
1,1,7858,1110,1094,6818,49,287,-1.175085662678594,0.2820137074314801,13.511623,8.414336,12.625067,13.319758,0.8580189,0.8138018,17216
1,1,23257,1372,1677,982,429,655,-1.0532033552940732,0.22934889246716764,10.856073,5.926182,7.4661703,14.237897,0.85518324,0.8078988,28372
1,1,2153,1115,6684,4324,2894,411,-0.54059259620338,-0.4870400748899565,12.623338,9.260222,10.382555,9.54539,0.81551087,0.78808177,17581
2,1,1073,9679,15445,61,5980,1265,1.0095331558264067,-1.1203058551542577,4.54684,6.492322,4.169699,2.5074883,0.8707144,0.8612677,33503
1,1,5909,23527,13699,10155,830,3636,1.6659696795853594,1.2377231525340668,6.2121797,6.416072,0.16639116,0.6515579,0.7964359,0.79815906,57756
2,1,572,9763,22182,2221,4882,2563,1.436058946578577,-0.680512544628866,4.362413,6.0596232,5.7219954,1.6807201,0.8684373,0.870262,42183
1,1,20893,1222,2576,3975,737,3628,-0.6879201640411498,1.0079640585307186,10.134636,6.1076818,2.9560323,5.513032,0.8408763,0.855868,33031
2,1,11908,8053,19847,1069,6374,698,1.2006792039628071,-0.7491391149154198,4.916388,5.9687533,6.236209,1.9115293,0.84537864,0.7949035,47949
1,1,15218,258,1138,2516,333,204,-1.2304399462950266,0.00691863301509421,11.128325,7.764255,11.856458,15.552187,0.837205,0.796883,19667
1,1,4720,1032,975,5500,197,56,-1.2160238151722154,-0.06359671760796831,13.089295,8.783329,13.733285,14.364776,0.8539214,0.8226031,12480
1,1,2083,5007,1563,1120,147,1550,-0.815266592625514,-0.4200429426469955,8.111168,9.79934,7.2354174,8.19948,0.8667686,0.8197291,11470
1,1,514,8323,6869,529,93,1040,-0.3090856477503751,-0.6927550392264701,7.335383,9.221342,4.2567234,4.6309505,0.88484657,0.861405,17368
1,3,36817,3045,1493,4802,210,1824,-0.7763941294479614,1.5202528125029289,11.020059,4.86353,2.4818842,7.5610394,0.85015893,0.8084375,48191
1,3,894,1703,1841,744,759,1153,-1.015164868524116,-0.6625415895507196,8.504834,10.248685,8.801871,9.663793,0.8497239,0.7908291,7094
1,3,680,1610,223,862,96,379,-1.2649675536768659,-0.7357666814197792,8.83352,11.037686,11.690268,12.512477,0.85148185,0.8048268,3850
1,3,27901,3749,6964,4479,603,2503,-0.31893605784896845,1.1311530925699325,10.223597,5.5265102,2.032833,6.177407,0.84641707,0.83753526,46199
1,3,9061,829,683,16919,621,139,-1.0574033381261896,1.5516143252489054,14.844235,7.3837476,0.0,14.966367,0.9055089,0.8436738,28252
1,3,11693,2317,2543,5845,274,1409,-0.8696914715670061,0.49971273320009674,13.557908,8.071144,8.56242,9.894479,0.81858826,0.79247016,24081
2,3,17360,6200,9694,1293,3620,1721,0.23800819868989884,-0.027005994754879723,8.186616,6.374464,5.238354,8.101533,0.8029043,0.7416446,39888
1,3,3366,2884,2431,977,167,1104,-0.9535066297885229,-0.5026650411343387,8.490031,9.848993,8.763535,9.640128,0.8528859,0.79529357,10929
2,3,12238,7108,6235,1093,2328,2079,-0.042664182696737475,-0.06946671838179778,8.039545,6.807653,5.61971,6.917902,0.81876427,0.78073883,31081
1,3,49063,3965,4252,5970,1041,1404,-0.42744733184900424,2.0274554855470823,11.258576,4.459459,2.5053337,9.223353,0.8298074,0.80608445,65695
1,3,25767,3613,2013,10303,314,1384,-0.7089654571127461,1.665994999441828,14.125936,6.97876,0.0,9.596852,0.85449445,0.83639103,43394
1,3,68951,4411,12609,8692,751,2406,0.2668011049331079,3.2730187150114456,11.44056,4.389836,0.0,5.8123326,0.85546374,0.8787375,97820
1,3,40254,640,3600,1042,436,18,-0.9870804400830275,0.7949713117369456,10.851219,4.595406,7.9815173,17.658615,0.8370544,0.80452025,45990
1,3,7149,2247,1242,1619,1226,128,-1.0177121481005316,-0.48398381148273456,10.293398,9.242393,12.741539,13.690447,0.80855316,0.81257755,13611
1,3,15354,2102,2828,8366,386,1027,-0.8499792447209762,0.8893103731238262,14.101691,7.5016217,8.444798,11.344725,0.8288965,0.8204157,30063
1,3,16260,594,1296,848,445,258,-1.1923535846151225,-0.15477966232874,10.767072,7.649524,10.967337,15.166728,0.84896487,0.815851,19701
1,3,42786,286,471,1388,32,22,-1.2381399146322483,1.0109295615392502,10.913944,4.5321984,8.123571,18.12155,0.88328713,0.85850394,44985
1,3,2708,2160,2642,502,965,1522,-0.8725815339936579,-0.5694038330532978,8.471022,9.847221,7.462263,8.441346,0.8585505,0.79297197,10499
1,3,6022,3354,3261,2507,212,686,-0.8746540328319881,-0.28350329748641495,9.29797,9.516256,10.181369,11.038111,0.8112831,0.7980287,16042
1,3,2838,3086,4329,3838,825,1060,-0.7224201509851124,-0.23414790094174542,12.579099,9.305161,8.941589,9.853715,0.7988479,0.79294914,15976
2,2,3996,11103,12469,902,5952,741,0.9025391627991974,-0.9225642973788263,4.939951,6.514802,3.6168983,1.9810236,0.8668863,0.8412146,35163
1,2,21273,2013,6550,909,811,1854,-0.5660858077680099,0.263611505412837,10.445309,6.110277,4.567878,8.200346,0.8625161,0.8249967,33410
2,2,7588,1897,5234,417,2208,254,-0.6869338908363348,-0.7126213405398619,8.0141325,8.548225,10.557535,10.910803,0.8265418,0.76648563,17598
1,2,19087,1304,3643,3045,710,898,-0.8768133745926495,0.3125549071647275,11.259039,6.5727544,8.029704,12.846616,0.8072387,0.7943823,28687
2,2,8090,3199,6986,1455,3712,531,-0.2733661180217438,-0.6040913247344653,7.5769176,8.174938,12.240278,9.872127,0.7796779,0.75436056,23973
2,2,6758,4560,9965,934,4538,1037,0.13886722587823586,-0.7096221586862327,6.14413,7.4826484,7.82411,5.50783,0.8050212,0.78049606,27792
1,2,444,879,2060,264,290,259,-1.2022794386281717,-0.8894069023221084,8.766752,11.04565,11.466986,12.141083,0.870444,0.79967904,4196
2,2,16448,6243,6360,824,2662,2005,-0.055602134731389585,0.0297318870409581,8.209306,6.60176,5.0196877,7.5690627,0.81942344,0.76594603,34542
2,2,5283,13316,20399,1809,8752,172,1.8363698168414784,-1.1034303084218005,4.08075,5.524691,4.4672527,0.3126806,0.857835,0.81510663,49731
2,2,2886,5302,9785,364,6236,555,0.3166493168183568,-1.10942153994891,5.17727,7.4223666,8.552305,5.2034097,0.8099215,0.8111047,25128
2,2,2599,3688,13829,492,10069,59,0.8422385069509711,-1.479928623420658,4.506813,7.1129303,12.727486,5.4685354,0.7982922,0.7991184,30736
2,2,161,7460,24773,617,11783,2410,2.1870484634688476,-1.362974912027978,3.5802176,5.6888256,9.224796,1.0518532,0.8485607,0.9031997,47204
2,2,243,12939,8852,799,3909,211,0.5216058099595933,-1.001383740514749,5.3338847,6.6490765,2.5910695,2.2220078,0.9297188,0.91936034,26953
2,2,6468,12867,21570,1840,7558,1543,1.8624610873894922,-0.7636981273998346,4.2344885,5.651283,4.470686,0.5471292,0.8078884,0.80931175,51846
1,2,17327,2374,2842,1149,351,925,-0.9115352904934353,0.048468651602391326,10.732341,7.2030215,8.033595,11.883284,0.8508695,0.82048655,24968
1,2,6987,1020,3007,416,257,656,-1.0790022026261716,-0.5369680685177071,9.813419,9.370134,10.462692,11.230077,0.8597996,0.803329,12343
2,2,918,20655,13567,1465,6846,806,1.7800845916617913,-0.9256374219788828,4.3957195,5.523473,3.36918,1.3634224,0.9876477,0.8788412,44257
1,2,7034,1492,2405,12569,299,1117,-0.9068509993267968,1.0918414546748083,14.811374,7.5192456,9.8298435,10.876529,0.88133,0.841982,24916
1,2,29635,2335,8280,3046,371,117,-0.5897956228304866,0.5721243863695697,10.78342,5.389974,7.6531863,17.087818,0.78108454,0.7782114,43784
2,2,2137,3737,19172,1274,17120,142,1.9982109582008538,-1.845362089916345,3.423457,5.6631317,17.286087,3.1244624,0.8034575,0.81984425,43582
1,2,9784,925,2405,4447,183,297,-1.110934536235411,0.03596140472791206,11.930623,8.818218,12.395956,13.043677,0.8417957,0.80634016,18041
1,2,10617,1795,7647,1483,857,1233,-0.5949006835130521,-0.24230871928434933,10.736672,8.583621,7.6120925,8.161852,0.8243039,0.7876271,23632
2,2,1479,14982,11924,662,3891,3508,1.1518807981140464,-0.400124624756869,5.864204,6.6113596,1.6476564,1.5420753,0.9340054,0.86005205,36446
1,2,7127,1375,2201,2679,83,1059,-1.0620402457291211,-0.14797779736807226,11.481183,9.270916,9.279945,10.132649,0.82344246,0.79705304,14524
1,2,1182,3088,6114,978,821,1637,-0.5986795944026223,-0.5878350142682033,8.377876,9.948576,6.5103183,7.3663216,0.85670507,0.80593985,13820
1,2,11800,2713,3558,2121,706,51,-0.8875387214660768,-0.24263700941147834,10.414285,8.494095,12.827034,13.843855,0.82692707,0.81775314,20949
2,2,9759,25071,17645,1128,12408,1625,3.09498643768877,-0.7630828149611079,3.49985,4.871561,3.866326,0.0,0.9028473,0.83946556,67636
1,2,1774,3696,2280,514,275,834,-0.9243643216027733,-0.6701917945323065,8.193642,9.931798,9.411648,10.291477,0.8506024,0.79623926,9373
1,2,9155,1897,5167,2714,228,1113,-0.8137204291540465,-0.09667876792573633,11.045764,8.721149,8.714877,9.450982,0.81671,0.79325706,20274
1,2,15881,713,3315,3703,1470,229,-0.9159749693601423,0.09942554722120121,11.372267,6.6727247,11.24306,15.172415,0.78883296,0.7623847,25311
1,2,13360,944,11593,915,1679,573,-0.37728397074116515,-0.431798936137287,7.9065046,7.6970477,6.9056134,6.5252314,0.83200043,0.78244627,29064
1,2,25977,3587,2464,2369,140,1092,-0.8122298704514674,0.6244465673436326,10.85228,5.6532927,5.473778,12.081947,0.85271144,0.8120439,35629
1,2,32717,16784,13626,60869,1272,5609,2.0143559645133675,9.005487324170298,14.637597,7.084696,0.0,0.0,1.0488254,1.0632037,130877
1,2,4414,1610,1431,3498,387,834,-1.0770575690123523,-0.20017661463239572,12.179983,9.371213,10.425129,11.242074,0.80686784,0.8017942,12174
1,2,542,899,1664,414,88,522,-1.2231022550691297,-0.8021814617716416,8.853646,10.951229,11.044464,11.770009,0.86804616,0.80211663,4129
1,2,16933,2209,3389,7849,210,1534,-0.7834469157648515,0.982880053258044,14.002169,7.4891853,6.4229093,9.660086,0.8231738,0.82908463,32124
1,2,5113,1486,4583,5127,492,739,-0.8706025649211352,-0.03815595582072412,12.788281,9.162976,10.374425,11.009831,0.81602025,0.7895968,17540
1,2,9790,1786,5109,3570,182,1043,-0.8257549863194479,0.027340221405298196,11.287297,8.782477,9.164387,9.891212,0.81453025,0.79692566,21480
2,2,11223,14881,26839,1234,9606,1102,2.5396628584770577,-0.8884416838712592,3.6099856,5.252587,4.598654,0.0,0.8647251,0.81294996,64885
1,2,22321,3216,1447,2208,178,2602,-0.7781506645941584,0.7310766310545037,10.401354,6.1746635,3.5705073,6.904387,0.9069027,0.8303908,31972
2,2,8565,4980,67298,131,38102,1215,7.548581006512374,-3.379888995489255,3.0154514,4.785219,15.111607,0.0,1.0129037,0.9830612,120291
2,2,16823,928,2743,11559,332,3486,-0.6924196098584285,1.7843081489013115,14.242818,7.215233,0.0,3.332939,0.8394717,0.85258126,35871
2,2,27082,6817,10790,1365,4111,2139,0.4777421109996916,0.42695189711608145,8.27248,6.0069385,3.3885,7.7059073,0.7913207,0.72589314,52304
1,2,13970,1511,1330,650,146,778,-1.1208739705751258,-0.15651564423501416,10.773451,7.7633433,9.760082,12.228268,0.8610478,0.820917,18385
1,2,9351,1347,2611,8170,442,868,-0.9490819225961636,0.5770978026340773,13.885984,8.199353,9.986403,10.960898,0.85139394,0.81796867,22789
1,2,3,333,7021,15601,15,550,-0.7855029429028739,1.0098401069317409,14.866702,7.466067,9.801851,10.399642,0.9706985,0.86162126,23523
1,2,2617,1188,5332,9584,573,1942,-0.6928207191351496,0.615478483141729,14.011464,8.2669935,5.992106,7.131961,0.8505647,0.8031637,21236
2,3,381,4025,9670,388,7271,1371,0.39822620644009604,-1.1331270099799604,5.1001334,7.388216,11.176432,5.9476495,0.8026556,0.818899,23106
2,3,2320,5763,11238,767,5162,2158,0.45952735712177184,-0.7549484110358174,5.5314503,7.339625,7.4607563,4.8653173,0.82550234,0.8318064,27408
1,3,255,5758,5923,349,4595,1328,-0.015197864472189418,-0.9303730457426762,6.3060994,8.070966,13.654394,9.899688,0.8438786,0.8355759,18208
2,3,1689,6964,26316,1456,15469,37,2.473714457494891,-1.8449947449077837,3.5032313,5.572129,10.977751,0.26728156,0.86847854,0.8633975,51931
1,3,3043,1172,1763,2234,217,379,-1.1669352115613305,-0.499191067098322,9.498708,10.153857,11.85863,12.604921,0.829828,0.812743,8808
1,3,1198,2602,8335,402,3843,303,-0.2747386510771204,-1.1001759507973121,6.657872,8.3363085,9.394386,7.20214,0.8373704,0.7958288,16683
2,3,2771,6939,15541,2693,6600,1115,0.9045139247959971,-0.8100256592978087,4.6897316,7.00159,6.416168,2.8585443,0.8024417,0.820505,35659
2,3,27380,7184,12311,2809,4621,1022,0.5740928256715145,0.37489770878248874,8.185106,6.0350385,5.036244,11.760564,0.7385593,0.68028337,55327
1,3,3428,2380,2028,1341,1184,665,-0.9329100113925183,-0.5867547245463655,8.86898,9.9920435,10.555632,11.445883,0.81491244,0.7810489,11026
2,3,5981,14641,20521,2005,12218,445,2.369619647700559,-1.173370952515678,3.5319524,5.393325,4.479674,0.0,0.84807825,0.80565923,55811
1,3,3521,1099,1997,1796,173,995,-1.1117417258871036,-0.42623574948709253,9.203978,10.177585,9.528787,10.325761,0.834582,0.8020482,9581
2,3,1210,10044,22294,1741,12638,3137,2.404948772447743,-1.0258372434359513,3.6011684,5.639284,7.2900515,0.6032778,0.823863,0.862699,51064
1,3,608,1106,1533,830,90,195,-1.2398122447257616,-0.8012696400017247,8.8363495,11.085827,11.928498,12.622875,0.86146957,0.80390596,4362
2,3,117,6264,21203,228,8682,1111,1.4045824818578534,-1.4387214379716065,4.0078235,6.285262,8.84302,1.8259232,0.85430264,0.8847096,37605
1,3,14039,7393,2548,6386,1333,2341,-0.2760915223531467,0.8332054247534325,13.654583,7.610269,5.0112123,6.943984,0.7998394,0.77718735,34040
1,3,190,727,2012,245,184,127,-1.2413755587815751,-0.9213390757320019,8.796432,11.079659,11.559884,12.188011,0.8786498,0.8063624,3485
1,3,22686,134,218,3157,9,548,-1.270589434170242,0.4915085456714656,11.144507,6.1397157,8.460376,15.240741,0.83775795,0.79808253,26752
2,3,37,1275,22272,137,6747,110,0.7883892473604907,-1.60174192521715,4.2664285,6.684466,11.403571,3.497657,0.9319635,0.8451822,30578
1,3,759,18664,1660,6114,536,4100,0.5186698092816265,0.7423295318460528,6.301785,6.520115,0.3855872,1.1581776,0.87260354,0.84247816,31833
1,3,796,5878,2109,340,232,776,-0.7886830192070062,-0.7138257252399949,7.8074617,9.7049265,7.9795895,8.781593,0.8773176,0.84780526,10131
1,3,19746,2872,2006,2601,468,503,-0.925963818407421,0.2692746623529014,11.220509,6.387786,9.217511,14.740983,0.82687914,0.797801,28196
1,3,4734,607,864,1206,159,405,-1.2730718057210737,-0.5428884644129336,9.872512,10.100235,11.74963,12.584744,0.8465553,0.8167375,7975
1,3,2121,1601,2453,560,179,712,-1.088887411181361,-0.6928816242825158,8.716615,10.640182,10.193441,10.955924,0.85891336,0.7965698,7626
1,3,4627,997,4438,191,1335,314,-0.9097699242924215,-0.805227658458305,9.112313,9.604839,10.688448,11.302139,0.8537423,0.78164124,11902
1,3,2615,873,1524,1103,514,468,-1.1749491833025665,-0.65933119011285,9.130548,10.648895,11.506156,12.275675,0.84393793,0.8001418,7097
2,3,4692,6128,8025,1619,4515,3105,0.31656243437120746,-0.29067259586410277,6.178743,7.286418,9.882532,7.0263944,0.7890445,0.7767028,28084
1,3,9561,2217,1664,1173,222,447,-1.0781992988738751,-0.33533496109959704,10.118473,9.00022,11.397352,12.339136,0.83073604,0.8128672,15284
1,3,3477,894,534,1457,252,342,-1.268452895799526,-0.5717221054057211,9.4981985,10.326155,12.078659,12.909498,0.83871084,0.81762767,6956
